1.0,35.0,108.1,172.0,4410.4
0.0,35.5,17.3,169.8,3307.6
1.0,36.0,397.6,476.3,3818.5
1.0,36.5,583.3,205.1,8063.6
1.0,37.0,490.2,185.2,3002.6
1.0,37.5,445.2,683.6,3220.4
1.0,38.0,46.8,421.2,4824.9
0.0,38.5,23.9,341.8,1818.3
0.0,39.0,3.6,224.9,287.7
1.0,39.5,294.6,185.2,7836.5
1.0,40.0,971.5,218.3,7448.4
1.0,40.5,141.4,557.9,5190.1
1.0,41.0,39.9,161.0,1558.8
1.0,41.5,71.6,183.0,4404.3
0.0,42.0,6.2,183.0,1010.2
0.0,42.5,5.9,520.4,1385.2
0.0,43.0,2.4,1781.6,2791.7
0.0,43.5,11.9,1675.8,2850.2
1.0,44.0,308.9,227.1,8742.4
1.0,44.5,571.7,718.8,3895.9
1.0,45.0,176.7,205.1,3502.9
1.0,45.5,205.0,504.9,1865.1
0.0,46.0,3.5,1711.1,1389.5
0.0,46.5,0.9,178.6,416.8
0.0,47.0,0.6,273.4,542.3
0.0,47.5,0.9,383.7,950.3
0.0,48.0,2.4,183.0,478.0
0.0,48.5,0.9,258.0,376.7
1.0,49.0,42.4,213.9,447.2
0.0,49.5,2.7,233.7,309.0
0.0,50.0,4.1,619.6,1456.3
0.0,50.5,1.0,178.6,1204.7
0.0,51.0,4.5,560.1,358.6
1.0,51.5,63.6,207.3,1120.5
0.0,52.0,27.2,650.5,1885.2
0.0,52.5,0.6,216.1,828.4
0.0,53.0,1.9,1080.5,2108.3
0.0,53.5,23.3,220.5,2222.1
1.0,54.0,229.7,205.1,1900.3
0.0,54.5,4.7,209.5,1611.6
0.0,55.0,0.6,185.2,1107.1
0.0,55.5,559.5,904.1,4449.5
0.0,56.0,17.3,313.1,1661.2
0.0,56.5,2.3,707.8,2447.7
0.0,57.0,5.4,469.7,1150.4
1.0,57.5,241.6,222.7,1017.1
0.0,58.0,16.2,216.1,625.1
0.0,58.5,2.0,1382.5,1309.7
0.0,59.0,5.2,1153.2,578.2
0.0,59.5,4.6,1411.2,449.1
0.0,60.0,7.2,1384.7,1941.4
0.0,60.5,3.8,769.5,385.7
0.0,61.0,3.6,293.3,348.0
1.0,61.5,89.9,194.0,1606.4
1.0,62.0,1558.0,736.5,4641.7
0.0,62.5,10.9,895.2,1336.9
1.0,63.0,396.1,196.2,1690.3
1.0,63.5,138.0,240.3,1798.4
0.0,64.0,2.2,242.6,836.7
1.0,64.5,73.8,187.4,1268.7
1.0,65.0,221.4,566.7,2417.2
1.0,65.5,460.2,211.7,14392.6
1.0,66.0,95.7,180.8,3140.0
1.0,66.5,854.5,242.6,4805.5
0.0,67.0,15.5,231.5,902.5
1.0,67.5,57.0,235.9,2011.1
0.0,68.0,26.9,216.1,639.7
0.0,68.5,16.3,1170.9,2391.3
1.0,69.0,641.6,262.4,6247.7
1.0,69.5,499.6,657.1,5164.4
1.0,70.0,53.9,213.9,3550.8
1.0,70.5,320.6,194.0,3485.4
0.0,71.0,20.4,280.0,688.6
1.0,71.5,207.8,714.4,1184.7
0.0,72.0,8.6,275.6,601.6
1.0,72.5,610.6,485.1,4381.3
1.0,73.0,1029.8,361.6,7336.8
1.0,73.5,264.0,231.5,4709.2
1.0,74.0,40.6,520.4,848.5
1.0,74.5,375.9,401.3,3305.1
0.0,75.0,5.2,374.9,706.6
0.0,75.5,2.6,383.7,485.4
0.0,76.0,1.5,161.0,345.6
1.0,76.5,52.6,540.2,2820.5
0.0,77.0,10.9,211.7,1296.7
1.0,77.5,97.8,183.0,1486.6
0.0,78.0,17.5,606.4,2969.3
1.0,78.5,51.4,586.5,2578.1
0.0,79.0,12.6,884.2,3469.9
0.0,79.5,1.8,178.6,2249.1
0.0,80.0,8.9,172.0,1966.4
0.0,80.5,6.9,7080.3,4218.3
0.0,81.0,0.9,174.2,1214.2
0.0,81.5,3.3,857.7,3088.3
0.0,82.0,2.2,183.0,2660.7
0.0,82.5,78.8,1345.0,6486.2
1.0,83.0,283.2,209.5,4088.0
1.0,83.5,42.2,185.2,1134.7
0.0,84.0,9.4,191.8,2375.9
0.0,84.5,3.1,853.3,1945.3
0.0,85.0,2.4,610.8,1511.7
1.0,85.5,86.5,231.5,1197.6
0.0,86.0,4.9,674.7,376.9
1.0,86.5,178.2,202.9,1055.1
0.0,87.0,8.1,641.7,391.0
0.0,87.5,10.5,584.3,250.7
0.0,88.0,14.5,564.5,236.1
0.0,88.5,447.0,1208.3,14398.1
0.0,89.0,0.8,163.2,1532.0
0.0,89.5,22.6,632.8,1360.0
1.0,90.0,314.1,540.2,2383.3
1.0,90.5,309.7,529.2,3964.6
1.0,91.0,89.9,266.8,3014.0
0.0,91.5,304.9,813.6,2424.6
0.0,92.0,2.7,218.3,1722.0
1.0,92.5,158.2,577.7,3461.0
1.0,93.0,965.5,319.7,15330.7
1.0,93.5,136.7,286.7,4583.3
0.0,94.0,1.7,172.0,779.3
0.0,94.5,29.3,659.3,1618.4
1.0,95.0,988.6,555.7,2853.2
1.0,95.5,218.1,524.8,2247.4
1.0,96.0,833.4,379.3,5130.2
0.0,96.5,9.1,516.0,2917.5
0.0,97.0,11.6,6976.6,6531.0
0.0,97.5,13.2,535.8,4263.1
0.0,98.0,11.5,264.6,3768.4
0.0,98.5,5.9,127.9,1216.3
0.0,99.0,4.7,648.3,1142.7
1.0,99.5,393.0,196.2,2992.9
1.0,100.0,286.0,209.5,2895.2
1.0,100.5,520.6,635.0,2709.4
1.0,101.0,761.6,447.6,6177.6
1.0,101.5,497.8,478.5,8621.0
1.0,102.0,717.9,326.3,13044.3
1.0,102.5,512.0,639.5,1076.7
1.0,103.0,123.2,602.0,716.2
1.0,103.5,144.4,187.4,2211.9
1.0,104.0,96.8,183.0,1057.2
0.0,104.5,16.1,482.9,487.2
0.0,105.0,3.0,127.9,1931.3
1.0,105.5,179.9,233.7,2033.8
0.0,106.0,4.5,138.9,1908.4
0.0,106.5,12.5,493.9,1762.6
0.0,107.0,3.4,511.6,991.3
0.0,107.5,9.9,396.9,1350.3
1.0,108.0,282.5,416.7,4317.4
0.0,108.5,132.5,782.8,3280.1
0.0,109.0,0.6,1501.6,1100.8
0.0,109.5,20.2,668.1,2648.9
1.0,110.0,48.1,209.5,2186.5
1.0,110.5,117.2,205.1,8495.8
1.0,111.0,368.0,690.2,6040.6
0.0,111.5,0.4,172.0,684.9
0.0,112.0,7.8,1532.5,1642.8
0.0,112.5,43.3,811.4,2644.4
0.0,113.0,0.6,194.0,263.4
0.0,113.5,2.1,180.8,2865.9
0.0,114.0,114.7,1208.3,3362.0
0.0,114.5,143.4,2103.6,11206.6
0.0,115.0,7.4,2160.9,2365.4
0.0,115.5,6.6,1563.3,3748.6
0.0,116.0,1.0,178.6,2066.1
0.0,116.5,0.3,189.6,778.2
0.0,117.0,22.5,1243.6,5580.3
0.0,117.5,32.8,923.9,2759.5
1.0,118.0,48.4,213.9,1899.9
0.0,118.5,8.4,207.3,2360.1
0.0,119.0,0.8,196.2,606.5
0.0,119.5,0.4,198.5,338.9
0.0,120.0,5.0,235.9,460.9
1.0,120.5,117.3,553.5,4015.5
1.0,121.0,63.7,366.0,6297.2
1.0,121.5,457.5,194.0,3495.7
1.0,122.0,67.2,189.6,2990.0
1.0,122.5,152.6,213.9,1459.5
1.0,123.0,56.7,198.5,3273.6
0.0,123.5,27.3,1228.2,1268.9
1.0,124.0,106.4,200.7,1115.8
1.0,124.5,231.8,209.5,2241.4
1.0,125.0,1298.7,502.7,7378.8
1.0,125.5,761.7,454.2,6163.1
1.0,126.0,251.8,557.9,859.3
1.0,126.5,287.6,602.0,1756.1
0.0,127.0,655.0,776.2,3039.7
1.0,127.5,84.8,189.6,3496.9
1.0,128.0,336.6,423.4,2880.2
0.0,128.5,452.9,893.0,5483.5
1.0,129.0,185.1,176.4,2451.1
1.0,129.5,63.7,187.4,437.2
0.0,130.0,2.9,209.5,3264.6
1.0,130.5,52.6,220.5,1265.1
1.0,131.0,256.4,579.9,5605.8
1.0,131.5,38.1,643.9,1505.4
0.0,132.0,33.3,747.5,3774.4
1.0,132.5,39.1,231.5,1497.0
0.0,133.0,4.2,474.1,1025.2
0.0,133.5,2.5,211.7,978.2
0.0,134.0,3.4,209.5,1148.2
0.0,134.5,10.5,273.4,877.8
1.0,135.0,479.2,205.1,2194.4
1.0,135.5,59.0,183.0,765.1
1.0,136.0,664.9,205.1,3929.7
0.0,136.5,69.4,842.3,2545.2
1.0,137.0,236.8,579.9,1142.6
0.0,137.5,21.5,482.9,1241.4
0.0,138.0,8.9,123.5,819.7
1.0,138.5,92.6,205.1,2467.9
1.0,139.0,594.6,610.8,2293.4
1.0,139.5,477.1,218.3,949.5
1.0,140.0,155.4,220.5,715.6
1.0,140.5,488.2,205.1,3605.3
1.0,141.0,94.8,758.5,1375.9
1.0,141.5,50.7,282.2,2058.9
1.0,142.0,1603.5,370.4,8082.7
1.0,142.5,1775.9,344.0,14029.2
1.0,143.0,2970.1,344.0,13681.4
1.0,143.5,464.6,579.9,5561.1
1.0,144.0,1885.8,520.4,8117.1
1.0,144.5,1440.4,359.4,4389.6
1.0,145.0,460.4,674.7,3640.8
1.0,145.5,562.7,390.3,4659.8
1.0,146.0,986.8,524.8,4350.7
1.0,146.5,321.1,584.3,1647.5
0.0,147.0,1667.5,882.0,7781.5
0.0,147.5,813.7,879.8,3162.2
1.0,148.0,1410.9,762.9,4974.6
1.0,148.5,590.5,381.5,6612.4
1.0,149.0,1889.1,460.8,3487.7
1.0,149.5,907.8,650.5,7141.5
1.0,150.0,708.9,613.0,4898.2
1.0,150.5,900.1,352.8,5084.3
1.0,151.0,274.4,315.3,4736.4
1.0,151.5,124.1,262.4,4602.4
0.0,152.0,664.4,895.2,3308.7
1.0,152.5,541.6,304.3,2107.8
1.0,153.0,3268.7,383.7,16291.9
1.0,153.5,74.0,516.0,7623.3
0.0,154.0,1015.2,939.3,6687.9
1.0,154.5,1752.2,478.5,8152.0
1.0,155.0,1386.0,674.7,7551.8
0.0,155.5,12.2,218.3,1994.8
1.0,156.0,409.7,313.1,11619.2
1.0,156.5,518.1,315.3,4467.1
1.0,157.0,1830.5,361.6,6173.0
0.0,157.5,10.2,187.4,1782.6
1.0,158.0,92.5,306.5,4828.8
0.0,158.5,5.0,2154.3,2830.6
1.0,159.0,698.7,196.2,1452.0
1.0,159.5,107.0,185.2,2700.4
1.0,160.0,59.9,538.0,1887.2
1.0,160.5,2970.7,357.2,19144.6
1.0,161.0,2153.3,509.4,5244.9
0.0,161.5,0.5,172.0,335.0
0.0,162.0,5.7,1248.0,2171.5
1.0,162.5,850.5,299.9,7022.8
0.0,163.0,25.7,207.3,1947.2
0.0,163.5,0.5,172.0,519.4
0.0,164.0,28.8,412.3,6798.2
0.0,164.5,0.5,163.2,675.1
0.0,165.0,0.7,176.4,835.5
0.0,165.5,34.4,1303.2,3269.9
1.0,166.0,137.0,191.8,1029.6
1.0,166.5,60.3,522.6,611.7
1.0,167.0,272.4,383.7,730.2
1.0,167.5,64.1,374.9,813.4
0.0,168.0,0.4,174.2,91.1
0.0,168.5,1.8,304.3,207.1
0.0,169.0,12.6,299.9,104.0
0.0,169.5,3.1,299.9,152.7
